MSA Code,MSA Name,FIPS,COUNTY
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72045,"Comer_o Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72041,"Cidra Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72039,"Ciales Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72035,"Cayey Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72033,"Cata±o Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72031,"Carolina Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72029,"Can²vanas Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72027,"Camuy Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72025,"Caguas Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72021,"Bayam²n Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72019,"Barranquitas Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72017,"Barceloneta Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72013,"Arecibo Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72009,"Aibonito Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72007,"Aguas Buenas Municipio, PR"
41980,"San Juan-Caguas-Guaynabo, PR Metropolitan Statistical Area",72151,"Yabucoa Municipio, PR"
42020,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",6079,"San Luis Obispo County, CA"
42060,"Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area",6083,"Santa Barbara County, CA"
42100,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",6087,"Santa Cruz County, CA"
42140,"Santa Fe, NM Metropolitan Statistical Area",35049,"Santa Fe County, NM"
42220,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",6097,"Sonoma County, CA"
42260,"Sarasota-Bradenton-Venice, FL Metropolitan Statistical Area",12081,"Manatee County, FL"
42260,"Sarasota-Bradenton-Venice, FL Metropolitan Statistical Area",12115,"Sarasota County, FL"
42340,"Savannah, GA Metropolitan Statistical Area",13051,"Chatham County, GA"
42340,"Savannah, GA Metropolitan Statistical Area",13029,"Bryan County, GA"
42340,"Savannah, GA Metropolitan Statistical Area",13103,"Effingham County, GA"
42540,"Scranton--Wilkes-Barre,  PA Metropolitan Statistical Area",42079,"Luzerne County, PA"
42540,"Scranton--Wilkes-Barre,  PA Metropolitan Statistical Area",42069,"Lackawanna County, PA"
42540,"Scranton--Wilkes-Barre,  PA Metropolitan Statistical Area",42131,"Wyoming County, PA"
42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",53053,"Pierce County, WA"
42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",53033,"King County, WA"
42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",53061,"Snohomish County, WA"
43100,"Sheboygan, WI Metropolitan Statistical Area",55117,"Sheboygan County, WI"
43300,"Sherman-Denison, TX Metropolitan Statistical Area",48181,"Grayson County, TX"
43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area",22017,"Caddo Parish, LA"
43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area",22015,"Bossier Parish, LA"
43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area",22031,"De Soto Parish, LA"
43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",31051,"Dixon County, NE"
43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",31043,"Dakota County, NE"
43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",19193,"Woodbury County, IA"
43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",46127,"Union County, SD"
43620,"Sioux Falls, SD Metropolitan Statistical Area",46099,"Minnehaha County, SD"
43620,"Sioux Falls, SD Metropolitan Statistical Area",46087,"McCook County, SD"
43620,"Sioux Falls, SD Metropolitan Statistical Area",46083,"Lincoln County, SD"
43620,"Sioux Falls, SD Metropolitan Statistical Area",46125,"Turner County, SD"
43780,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",18141,"St. Joseph County, IN"
43780,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",26027,"Cass County, MI"
43900,"Spartanburg, SC Metropolitan Statistical Area",45083,"Spartanburg County, SC"
44060,"Spokane, WA Metropolitan Statistical Area",53063,"Spokane County, WA"
44100,"Springfield, IL Metropolitan Statistical Area",17129,"Menard County, IL"
44100,"Springfield, IL Metropolitan Statistical Area",17167,"Sangamon County, IL"
44140,"Springfield, MA Metropolitan Statistical Area",25013,"Hampden County, MA"
44140,"Springfield, MA Metropolitan Statistical Area",25011,"Franklin County, MA"
44140,"Springfield, MA Metropolitan Statistical Area",25015,"Hampshire County, MA"
44180,"Springfield, MO Metropolitan Statistical Area",29167,"Polk County, MO"
44180,"Springfield, MO Metropolitan Statistical Area",29077,"Greene County, MO"
44180,"Springfield, MO Metropolitan Statistical Area",29059,"Dallas County, MO"
44180,"Springfield, MO Metropolitan Statistical Area",29043,"Christian County, MO"
44180,"Springfield, MO Metropolitan Statistical Area",29225,"Webster County, MO"
44220,"Springfield, OH Metropolitan Statistical Area",39023,"Clark County, OH"
44300,"State College, PA Metropolitan Statistical Area",42027,"Centre County, PA"
44700,"Stockton, CA Metropolitan Statistical Area",6077,"San Joaquin County, CA"
44940,"Sumter, SC Metropolitan Statistical Area",45085,"Sumter County, SC"
45060,"Syracuse, NY Metropolitan Statistical Area",36067,"Onondaga County, NY"
45060,"Syracuse, NY Metropolitan Statistical Area",36053,"Madison County, NY"
45060,"Syracuse, NY Metropolitan Statistical Area",36075,"Oswego County, NY"
45220,"Tallahassee, FL Metropolitan Statistical Area",12073,"Leon County, FL"
45220,"Tallahassee, FL Metropolitan Statistical Area",12065,"Jefferson County, FL"
45220,"Tallahassee, FL Metropolitan Statistical Area",12039,"Gadsden County, FL"
45220,"Tallahassee, FL Metropolitan Statistical Area",12129,"Wakulla County, FL"
45300,"Tampa-St. Petersburg-Clearwater,  FL Metropolitan Statistical Area",12101,"Pasco County, FL"
45300,"Tampa-St. Petersburg-Clearwater,  FL Metropolitan Statistical Area",12057,"Hillsborough County, FL"
45300,"Tampa-St. Petersburg-Clearwater,  FL Metropolitan Statistical Area",12053,"Hernando County, FL"
45300,"Tampa-St. Petersburg-Clearwater,  FL Metropolitan Statistical Area",12103,"Pinellas County, FL"
45460,"Terre Haute, IN Metropolitan Statistical Area",18165,"Vermillion County, IN"
45460,"Terre Haute, IN Metropolitan Statistical Area",18153,"Sullivan County, IN"
45460,"Terre Haute, IN Metropolitan Statistical Area",18021,"Clay County, IN"
45460,"Terre Haute, IN Metropolitan Statistical Area",18167,"Vigo County, IN"
45500,"Texarkana, TX-Texarkana, AR Metropolitan Statistical Area",5091,"Miller County, AR"
45500,"Texarkana, TX-Texarkana, AR Metropolitan Statistical Area",48037,"Bowie County, TX"
45780,"Toledo, OH Metropolitan Statistical Area",39123,"Ottawa County, OH"
45780,"Toledo, OH Metropolitan Statistical Area",39095,"Lucas County, OH"
45780,"Toledo, OH Metropolitan Statistical Area",39051,"Fulton County, OH"
45780,"Toledo, OH Metropolitan Statistical Area",39173,"Wood County, OH"
45820,"Topeka, KS Metropolitan Statistical Area",20177,"Shawnee County, KS"
45820,"Topeka, KS Metropolitan Statistical Area",20139,"Osage County, KS"
45820,"Topeka, KS Metropolitan Statistical Area",20087,"Jefferson County, KS"
45820,"Topeka, KS Metropolitan Statistical Area",20085,"Jackson County, KS"
45820,"Topeka, KS Metropolitan Statistical Area",20197,"Wabaunsee County, KS"
45940,"Trenton-Ewing, NJ Metropolitan Statistical Area",34021,"Mercer County, NJ"
46060,"Tucson, AZ Metropolitan Statistical Area",4019,"Pima County, AZ"
46140,"Tulsa, OK Metropolitan Statistical Area",40143,"Tulsa County, OK"
46140,"Tulsa, OK Metropolitan Statistical Area",40131,"Rogers County, OK"
46140,"Tulsa, OK Metropolitan Statistical Area",40117,"Pawnee County, OK"
46140,"Tulsa, OK Metropolitan Statistical Area",40113,"Osage County, OK"
46140,"Tulsa, OK Metropolitan Statistical Area",40111,"Okmulgee County, OK"
46140,"Tulsa, OK Metropolitan Statistical Area",40037,"Creek County, OK"
46140,"Tulsa, OK Metropolitan Statistical Area",40145,"Wagoner County, OK"
46220,"Tuscaloosa, AL Metropolitan Statistical Area",1065,"Hale County, AL"
46220,"Tuscaloosa, AL Metropolitan Statistical Area",1063,"Greene County, AL"
46220,"Tuscaloosa, AL Metropolitan Statistical Area",1125,"Tuscaloosa County, AL"
46340,"Tyler, TX Metropolitan Statistical Area",48423,"Smith County, TX"
46540,"Utica-Rome, NY Metropolitan Statistical Area",36043,"Herkimer County, NY"
46540,"Utica-Rome, NY Metropolitan Statistical Area",36065,"Oneida County, NY"
46660,"Valdosta, GA Metropolitan Statistical Area",13173,"Lanier County, GA"
46660,"Valdosta, GA Metropolitan Statistical Area",13101,"Echols County, GA"
46660,"Valdosta, GA Metropolitan Statistical Area",13027,"Brooks County, GA"
46660,"Valdosta, GA Metropolitan Statistical Area",13185,"Lowndes County, GA"
46700,"Vallejo-Fairfield, CA Metropolitan Statistical Area",6095,"Solano County, CA"
46940,"Vero Beach, FL Metropolitan Statistical Area",12061,"Indian River County, FL"
47020,"Victoria, TX Metropolitan Statistical Area",48175,"Goliad County, TX"
47020,"Victoria, TX Metropolitan Statistical Area",48057,"Calhoun County, TX"
47020,"Victoria, TX Metropolitan Statistical Area",48469,"Victoria County, TX"
47220,"Vineland-Millville-Bridgeton, NJ Metropolitan Statistical Area",34011,"Cumberland County, NJ"
47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",51830,"Williamsburg city, VA"
47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",51810,"Virginia Beach city, VA"
47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",51181,"Surry County, VA"
47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",51800,"Suffolk city, VA"
47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",51740,"Portsmouth city, VA"
47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",51735,"Poquoson city, VA"
47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",51710,"Norfolk city, VA"
47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",51700,"Newport News city, VA"
47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",51115,"Mathews County, VA"
47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",51095,"James City County, VA"
47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",51093,"Isle of Wight County, VA"
47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",51650,"Hampton city, VA"
47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",51073,"Gloucester County, VA"
47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",51550,"Chesapeake city, VA"
47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",37053,"Currituck County, NC"
47260,"Virginia Beach-Norfolk-Newport  News, VA-NC Metropolitan Statistical Area",51199,"York County, VA"
47300,"Visalia-Porterville, CA Metropolitan Statistical Area",6107,"Tulare County, CA"
47380,"Waco, TX Metropolitan Statistical Area",48309,"McLennan County, TX"
47580,"Warner Robins, GA Metropolitan Statistical Area",13153,"Houston County, GA"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",51187,"Warren County, VA"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",51179,"Stafford County, VA"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",51177,"Spotsylvania County, VA"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",51153,"Prince William County, VA"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",51685,"Manassas Park city, VA"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",51683,"Manassas city, VA"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",51107,"Loudoun County, VA"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",51630,"Fredericksburg city, VA"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",51061,"Fauquier County, VA"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",51610,"Falls Church city, VA"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",51059,"Fairfax County, VA"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",51600,"Fairfax city, VA"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",51043,"Clarke County, VA"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",51013,"Arlington County, VA"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",51510,"Alexandria city, VA"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",24033,"Prince George's County, MD"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",24031,"Montgomery County, MD"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",24021,"Frederick County, MD"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",24017,"Charles County, MD"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",24009,"Calvert County, MD"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",11001,"District of Columbia, DC"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",54037,"Jefferson County, WV"
47940,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",19017,"Bremer County, IA"
47940,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",19013,"Black Hawk County, IA"
47940,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",19075,"Grundy County, IA"
48140,"Wausau, WI Metropolitan Statistical Area",55073,"Marathon County, WI"
48260,"Weirton-Steubenville,  WV-OH Metropolitan Statistical Area",54009,"Brooke County, WV"
48260,"Weirton-Steubenville,  WV-OH Metropolitan Statistical Area",39081,"Jefferson County, OH"
48260,"Weirton-Steubenville,  WV-OH Metropolitan Statistical Area",54029,"Hancock County, WV"
48300,"Wenatchee, WA Metropolitan Statistical Area",53007,"Chelan County, WA"
48300,"Wenatchee, WA Metropolitan Statistical Area",53017,"Douglas County, WA"
48540,"Wheeling, WV-OH Metropolitan Statistical Area",54051,"Marshall County, WV"
48540,"Wheeling, WV-OH Metropolitan Statistical Area",39013,"Belmont County, OH"
48540,"Wheeling, WV-OH Metropolitan Statistical Area",54069,"Ohio County, WV"
48620,"Wichita, KS Metropolitan Statistical Area",20173,"Sedgwick County, KS"
48620,"Wichita, KS Metropolitan Statistical Area",20079,"Harvey County, KS"
48620,"Wichita, KS Metropolitan Statistical Area",20015,"Butler County, KS"
48620,"Wichita, KS Metropolitan Statistical Area",20191,"Sumner County, KS"
48660,"Wichita Falls, TX Metropolitan Statistical Area",48077,"Clay County, TX"
48660,"Wichita Falls, TX Metropolitan Statistical Area",48009,"Archer County, TX"
48660,"Wichita Falls, TX Metropolitan Statistical Area",48485,"Wichita County, TX"
48700,"Williamsport, PA Metropolitan Statistical Area",42081,"Lycoming County, PA"
48900,"Wilmington, NC Metropolitan Statistical Area",37129,"New Hanover County, NC"
48900,"Wilmington, NC Metropolitan Statistical Area",37019,"Brunswick County, NC"
48900,"Wilmington, NC Metropolitan Statistical Area",37141,"Pender County, NC"
49020,"Winchester, VA-WV Metropolitan Statistical Area",51840,"Winchester city, VA"
49020,"Winchester, VA-WV Metropolitan Statistical Area",51069,"Frederick County, VA"
49020,"Winchester, VA-WV Metropolitan Statistical Area",54027,"Hampshire County, WV"
49180,"Winston-Salem, NC Metropolitan Statistical Area",37169,"Stokes County, NC"
49180,"Winston-Salem, NC Metropolitan Statistical Area",37067,"Forsyth County, NC"
49180,"Winston-Salem, NC Metropolitan Statistical Area",37059,"Davie County, NC"
49180,"Winston-Salem, NC Metropolitan Statistical Area",37197,"Yadkin County, NC"
49340,"Worcester, MA Metropolitan Statistical Area",25027,"Worcester County, MA"
49420,"Yakima, WA Metropolitan Statistical Area",53077,"Yakima County, WA"
49500,"Yauco, PR Metropolitan Statistical Area",72111,"Pe±uelas Municipio, PR"
49500,"Yauco, PR Metropolitan Statistical Area",72059,"Guayanilla Municipio, PR"
49500,"Yauco, PR Metropolitan Statistical Area",72055,"Gu§nica Municipio, PR"
49500,"Yauco, PR Metropolitan Statistical Area",72153,"Yauco Municipio, PR"
49620,"York-Hanover, PA Metropolitan Statistical Area",42133,"York County, PA"
49660,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",39155,"Trumbull County, OH"
49660,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",39099,"Mahoning County, OH"
49660,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",42085,"Mercer County, PA"
49700,"Yuba City-Marysville, CA Metropolitan Statistical Area",6101,"Sutter County, CA"
49700,"Yuba City-Marysville, CA Metropolitan Statistical Area",6115,"Yuba County, CA"
49740,"Yuma, AZ Metropolitan Statistical Area",4027,"Yuma County, AZ"
