MSA Code,MSA Name,FIPS,COUNTY
19820,"Detroit-Warren-Livonia,  MI Metropolitan Statistical Area",26093,"Livingston County, MI"
19820,"Detroit-Warren-Livonia,  MI Metropolitan Statistical Area",26087,"Lapeer County, MI"
19820,"Detroit-Warren-Livonia,  MI Metropolitan Statistical Area",26163,"Wayne County, MI"
20020,"Dothan, AL Metropolitan Statistical Area",1067,"Henry County, AL"
20020,"Dothan, AL Metropolitan Statistical Area",1061,"Geneva County, AL"
20020,"Dothan, AL Metropolitan Statistical Area",1069,"Houston County, AL"
20100,"Dover, DE Metropolitan Statistical Area",10001,"Kent County, DE"
20220,"Dubuque, IA Metropolitan Statistical Area",19061,"Dubuque County, IA"
20260,"Duluth, MN-WI Metropolitan Statistical Area",27137,"St. Louis County, MN"
20260,"Duluth, MN-WI Metropolitan Statistical Area",27017,"Carlton County, MN"
20260,"Duluth, MN-WI Metropolitan Statistical Area",55031,"Douglas County, WI"
20500,"Durham, NC Metropolitan Statistical Area",37135,"Orange County, NC"
20500,"Durham, NC Metropolitan Statistical Area",37063,"Durham County, NC"
20500,"Durham, NC Metropolitan Statistical Area",37037,"Chatham County, NC"
20500,"Durham, NC Metropolitan Statistical Area",37145,"Person County, NC"
20740,"Eau Claire, WI Metropolitan Statistical Area",55017,"Chippewa County, WI"
20740,"Eau Claire, WI Metropolitan Statistical Area",55035,"Eau Claire County, WI"
20940,"El Centro, CA Metropolitan Statistical Area",6025,"Imperial County, CA"
21060,"Elizabethtown, KY Metropolitan Statistical Area",21093,"Hardin County, KY"
21060,"Elizabethtown, KY Metropolitan Statistical Area",21123,"Larue County, KY"
21140,"Elkhart-Goshen, IN Metropolitan Statistical Area",18039,"Elkhart County, IN"
21300,"Elmira, NY Metropolitan Statistical Area",36015,"Chemung County, NY"
21340,"El Paso, TX Metropolitan Statistical Area",48141,"El Paso County, TX"
21500,"Erie, PA Metropolitan Statistical Area",42049,"Erie County, PA"
21660,"Eugene-Springfield, OR Metropolitan Statistical Area",41039,"Lane County, OR"
21780,"Evansville, IN-KY Metropolitan Statistical Area",21101,"Henderson County, KY"
21780,"Evansville, IN-KY Metropolitan Statistical Area",18173,"Warrick County, IN"
21780,"Evansville, IN-KY Metropolitan Statistical Area",18163,"Vanderburgh County, IN"
21780,"Evansville, IN-KY Metropolitan Statistical Area",18129,"Posey County, IN"
21780,"Evansville, IN-KY Metropolitan Statistical Area",18051,"Gibson County, IN"
21780,"Evansville, IN-KY Metropolitan Statistical Area",21233,"Webster County, KY"
21820,"Fairbanks, AK Metropolitan Statistical Area",2090,"Fairbanks North Star Borough, AK"
21940,"Fajardo, PR Metropolitan Statistical Area",72053,"Fajardo Municipio, PR"
21940,"Fajardo, PR Metropolitan Statistical Area",72037,"Ceiba Municipio, PR"
21940,"Fajardo, PR Metropolitan Statistical Area",72089,"Luquillo Municipio, PR"
22020,"Fargo, ND-MN Metropolitan Statistical Area",27027,"Clay County, MN"
22020,"Fargo, ND-MN Metropolitan Statistical Area",38017,"Cass County, ND"
22140,"Farmington, NM Metropolitan Statistical Area",35045,"San Juan County, NM"
22180,"Fayetteville, NC Metropolitan Statistical Area",37051,"Cumberland County, NC"
22180,"Fayetteville, NC Metropolitan Statistical Area",37093,"Hoke County, NC"
22220,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",5143,"Washington County, AR"
22220,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",5087,"Madison County, AR"
22220,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",5007,"Benton County, AR"
22220,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",29119,"McDonald County, MO"
22380,"Flagstaff, AZ Metropolitan Statistical Area",4005,"Coconino County, AZ"
22420,"Flint, MI Metropolitan Statistical Area",26049,"Genesee County, MI"
22460,"Florence, AL Metropolitan Statistical Area",1033,"Colbert County, AL"
22460,"Florence, AL Metropolitan Statistical Area",1077,"Lauderdale County, AL"
22500,"Florence, SC Metropolitan Statistical Area",45031,"Darlington County, SC"
22500,"Florence, SC Metropolitan Statistical Area",45041,"Florence County, SC"
22540,"Fond du Lac, WI Metropolitan Statistical Area",55039,"Fond du Lac County, WI"
22660,"Fort Collins-Loveland, CO Metropolitan Statistical Area",8069,"Larimer County, CO"
22900,"Fort Smith, AR-OK Metropolitan Statistical Area",40079,"Le Flore County, OK"
22900,"Fort Smith, AR-OK Metropolitan Statistical Area",5131,"Sebastian County, AR"
22900,"Fort Smith, AR-OK Metropolitan Statistical Area",5047,"Franklin County, AR"
22900,"Fort Smith, AR-OK Metropolitan Statistical Area",5033,"Crawford County, AR"
22900,"Fort Smith, AR-OK Metropolitan Statistical Area",40135,"Sequoyah County, OK"
23020,"Fort Walton Beach-Crestview-Destin,  FL Metropolitan Statistical Area",12091,"Okaloosa County, FL"
23060,"Fort Wayne, IN Metropolitan Statistical Area",18179,"Wells County, IN"
23060,"Fort Wayne, IN Metropolitan Statistical Area",18003,"Allen County, IN"
23060,"Fort Wayne, IN Metropolitan Statistical Area",18183,"Whitley County, IN"
23420,"Fresno, CA Metropolitan Statistical Area",6019,"Fresno County, CA"
23460,"Gadsden, AL Metropolitan Statistical Area",1055,"Etowah County, AL"
23540,"Gainesville, FL Metropolitan Statistical Area",12001,"Alachua County, FL"
23540,"Gainesville, FL Metropolitan Statistical Area",12041,"Gilchrist County, FL"
23580,"Gainesville, GA Metropolitan Statistical Area",13139,"Hall County, GA"
24020,"Glens Falls, NY Metropolitan Statistical Area",36113,"Warren County, NY"
24020,"Glens Falls, NY Metropolitan Statistical Area",36115,"Washington County, NY"
24140,"Goldsboro, NC Metropolitan Statistical Area",37191,"Wayne County, NC"
24220,"Grand Forks, ND-MN Metropolitan Statistical Area",27119,"Polk County, MN"
24220,"Grand Forks, ND-MN Metropolitan Statistical Area",38035,"Grand Forks County, ND"
24300,"Grand Junction, CO Metropolitan Statistical Area",8077,"Mesa County, CO"
24340,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",26081,"Kent County, MI"
24340,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",26067,"Ionia County, MI"
24340,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",26015,"Barry County, MI"
24340,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",26123,"Newaygo County, MI"
24500,"Great Falls, MT Metropolitan Statistical Area",30013,"Cascade County, MT"
24540,"Greeley, CO Metropolitan Statistical Area",8123,"Weld County, CO"
24580,"Green Bay, WI Metropolitan Statistical Area",55061,"Kewaunee County, WI"
24580,"Green Bay, WI Metropolitan Statistical Area",55009,"Brown County, WI"
24580,"Green Bay, WI Metropolitan Statistical Area",55083,"Oconto County, WI"
24660,"Greensboro-High Point, NC Metropolitan Statistical Area",37151,"Randolph County, NC"
24660,"Greensboro-High Point, NC Metropolitan Statistical Area",37081,"Guilford County, NC"
24660,"Greensboro-High Point, NC Metropolitan Statistical Area",37157,"Rockingham County, NC"
24780,"Greenville, NC Metropolitan Statistical Area",37079,"Greene County, NC"
24780,"Greenville, NC Metropolitan Statistical Area",37147,"Pitt County, NC"
24860,"Greenville, SC Metropolitan Statistical Area",45059,"Laurens County, SC"
24860,"Greenville, SC Metropolitan Statistical Area",45045,"Greenville County, SC"
24860,"Greenville, SC Metropolitan Statistical Area",45077,"Pickens County, SC"
25020,"Guayama, PR Metropolitan Statistical Area",72057,"Guayama Municipio, PR"
25020,"Guayama, PR Metropolitan Statistical Area",72015,"Arroyo Municipio, PR"
25020,"Guayama, PR Metropolitan Statistical Area",72109,"Patillas Municipio, PR"
25060,"Gulfport-Biloxi, MS Metropolitan Statistical Area",28047,"Harrison County, MS"
25060,"Gulfport-Biloxi, MS Metropolitan Statistical Area",28045,"Hancock County, MS"
25060,"Gulfport-Biloxi, MS Metropolitan Statistical Area",28131,"Stone County, MS"
25180,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",54003,"Berkeley County, WV"
25180,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",24043,"Washington County, MD"
25180,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",54065,"Morgan County, WV"
25260,"Hanford-Corcoran, CA Metropolitan Statistical Area",6031,"Kings County, CA"
25420,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",42043,"Dauphin County, PA"
25420,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",42041,"Cumberland County, PA"
25420,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",42099,"Perry County, PA"
25500,"Harrisonburg, VA Metropolitan Statistical Area",51660,"Harrisonburg city, VA"
25500,"Harrisonburg, VA Metropolitan Statistical Area",51165,"Rockingham County, VA"
25540,"Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",9007,"Middlesex County, CT"
25540,"Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",9003,"Hartford County, CT"
25540,"Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",9013,"Tolland County, CT"
25620,"Hattiesburg, MS Metropolitan Statistical Area",28073,"Lamar County, MS"
25620,"Hattiesburg, MS Metropolitan Statistical Area",28035,"Forrest County, MS"
25620,"Hattiesburg, MS Metropolitan Statistical Area",28111,"Perry County, MS"
25860,"Hickory-Morganton-Lenoir, NC Metropolitan Statistical Area",37027,"Caldwell County, NC"
25860,"Hickory-Morganton-Lenoir, NC Metropolitan Statistical Area",37023,"Burke County, NC"
25860,"Hickory-Morganton-Lenoir, NC Metropolitan Statistical Area",37003,"Alexander County, NC"
25860,"Hickory-Morganton-Lenoir, NC Metropolitan Statistical Area",37035,"Catawba County, NC"
25980,"Hinesville-Fort Stewart, GA Metropolitan Statistical Area",13179,"Liberty County, GA"
25980,"Hinesville-Fort Stewart, GA Metropolitan Statistical Area",13183,"Long County, GA"
26100,"Holland-Grand Haven, MI Metropolitan Statistical Area",26139,"Ottawa County, MI"
26180,"Honolulu, HI Metropolitan Statistical Area",15003,"Honolulu County, HI"
26300,"Hot Springs, AR Metropolitan Statistical Area",5051,"Garland County, AR"
26380,"Houma-Bayou Cane-Thibodaux, LA Metropolitan Statistical Area",22057,"Lafourche Parish, LA"
26380,"Houma-Bayou Cane-Thibodaux, LA Metropolitan Statistical Area",22109,"Terrebonne Parish, LA"
26420,"Houston-Baytown-Sugar  Land, TX Metropolitan Statistical Area",48407,"San Jacinto County, TX"
26420,"Houston-Baytown-Sugar  Land, TX Metropolitan Statistical Area",48339,"Montgomery County, TX"
26420,"Houston-Baytown-Sugar  Land, TX Metropolitan Statistical Area",48291,"Liberty County, TX"
26420,"Houston-Baytown-Sugar  Land, TX Metropolitan Statistical Area",48201,"Harris County, TX"
26420,"Houston-Baytown-Sugar  Land, TX Metropolitan Statistical Area",48167,"Galveston County, TX"
26420,"Houston-Baytown-Sugar  Land, TX Metropolitan Statistical Area",48157,"Fort Bend County, TX"
26420,"Houston-Baytown-Sugar  Land, TX Metropolitan Statistical Area",48071,"Chambers County, TX"
26420,"Houston-Baytown-Sugar  Land, TX Metropolitan Statistical Area",48039,"Brazoria County, TX"
26420,"Houston-Baytown-Sugar  Land, TX Metropolitan Statistical Area",48015,"Austin County, TX"
26420,"Houston-Baytown-Sugar  Land, TX Metropolitan Statistical Area",48473,"Waller County, TX"
26580,"Huntington-Ashland,  WV-KY-OH Metropolitan Statistical Area",54011,"Cabell County, WV"
26580,"Huntington-Ashland,  WV-KY-OH Metropolitan Statistical Area",39087,"Lawrence County, OH"
26580,"Huntington-Ashland,  WV-KY-OH Metropolitan Statistical Area",21089,"Greenup County, KY"
26580,"Huntington-Ashland,  WV-KY-OH Metropolitan Statistical Area",21019,"Boyd County, KY"
26580,"Huntington-Ashland,  WV-KY-OH Metropolitan Statistical Area",54099,"Wayne County, WV"
26620,"Huntsville, AL Metropolitan Statistical Area",1083,"Limestone County, AL"
26620,"Huntsville, AL Metropolitan Statistical Area",1089,"Madison County, AL"
26820,"Idaho Falls, ID Metropolitan Statistical Area",16019,"Bonneville County, ID"
26820,"Idaho Falls, ID Metropolitan Statistical Area",16051,"Jefferson County, ID"
26900,"Indianapolis, IN Metropolitan Statistical Area",18133,"Putnam County, IN"
26900,"Indianapolis, IN Metropolitan Statistical Area",18109,"Morgan County, IN"
26900,"Indianapolis, IN Metropolitan Statistical Area",18097,"Marion County, IN"
26900,"Indianapolis, IN Metropolitan Statistical Area",18081,"Johnson County, IN"
26900,"Indianapolis, IN Metropolitan Statistical Area",18063,"Hendricks County, IN"
26900,"Indianapolis, IN Metropolitan Statistical Area",18059,"Hancock County, IN"
26900,"Indianapolis, IN Metropolitan Statistical Area",18057,"Hamilton County, IN"
26900,"Indianapolis, IN Metropolitan Statistical Area",18013,"Brown County, IN"
26900,"Indianapolis, IN Metropolitan Statistical Area",18011,"Boone County, IN"
26900,"Indianapolis, IN Metropolitan Statistical Area",18145,"Shelby County, IN"
26980,"Iowa City, IA Metropolitan Statistical Area",19103,"Johnson County, IA"
26980,"Iowa City, IA Metropolitan Statistical Area",19183,"Washington County, IA"
27060,"Ithaca, NY Metropolitan Statistical Area",36109,"Tompkins County, NY"
27100,"Jackson, MI Metropolitan Statistical Area",26075,"Jackson County, MI"
27140,"Jackson, MS Metropolitan Statistical Area",28121,"Rankin County, MS"
27140,"Jackson, MS Metropolitan Statistical Area",28089,"Madison County, MS"
27140,"Jackson, MS Metropolitan Statistical Area",28049,"Hinds County, MS"
27140,"Jackson, MS Metropolitan Statistical Area",28029,"Copiah County, MS"
27140,"Jackson, MS Metropolitan Statistical Area",28127,"Simpson County, MS"
27180,"Jackson, TN Metropolitan Statistical Area",47023,"Chester County, TN"
27180,"Jackson, TN Metropolitan Statistical Area",47113,"Madison County, TN"
27260,"Jacksonville, FL Metropolitan Statistical Area",12089,"Nassau County, FL"
27260,"Jacksonville, FL Metropolitan Statistical Area",12031,"Duval County, FL"
27260,"Jacksonville, FL Metropolitan Statistical Area",12019,"Clay County, FL"
27260,"Jacksonville, FL Metropolitan Statistical Area",12003,"Baker County, FL"
27260,"Jacksonville, FL Metropolitan Statistical Area",12109,"St. Johns County, FL"
27340,"Jacksonville, NC Metropolitan Statistical Area",37133,"Onslow County, NC"
27500,"Janesville, WI Metropolitan Statistical Area",55105,"Rock County, WI"
27620,"Jefferson City, MO Metropolitan Statistical Area",29135,"Moniteau County, MO"
27620,"Jefferson City, MO Metropolitan Statistical Area",29051,"Cole County, MO"
27620,"Jefferson City, MO Metropolitan Statistical Area",29027,"Callaway County, MO"
27620,"Jefferson City, MO Metropolitan Statistical Area",29151,"Osage County, MO"
27740,"Johnson City, TN Metropolitan Statistical Area",47171,"Unicoi County, TN"
27740,"Johnson City, TN Metropolitan Statistical Area",47019,"Carter County, TN"
27740,"Johnson City, TN Metropolitan Statistical Area",47179,"Washington County, TN"
27780,"Johnstown, PA Metropolitan Statistical Area",42021,"Cambria County, PA"
27860,"Jonesboro, AR Metropolitan Statistical Area",5031,"Craighead County, AR"
27860,"Jonesboro, AR Metropolitan Statistical Area",5111,"Poinsett County, AR"
27900,"Joplin, MO Metropolitan Statistical Area",29097,"Jasper County, MO"
27900,"Joplin, MO Metropolitan Statistical Area",29145,"Newton County, MO"
28020,"Kalamazoo-Portage,  MI Metropolitan Statistical Area",26077,"Kalamazoo County, MI"
28020,"Kalamazoo-Portage,  MI Metropolitan Statistical Area",26159,"Van Buren County, MI"
28100,"Kankakee-Bradley, IL Metropolitan Statistical Area",17091,"Kankakee County, IL"
28140,"Kansas City, MO-KS Metropolitan Statistical Area",29165,"Platte County, MO"
28140,"Kansas City, MO-KS Metropolitan Statistical Area",29107,"Lafayette County, MO"
28140,"Kansas City, MO-KS Metropolitan Statistical Area",29095,"Jackson County, MO"
28140,"Kansas City, MO-KS Metropolitan Statistical Area",29049,"Clinton County, MO"
28140,"Kansas City, MO-KS Metropolitan Statistical Area",29047,"Clay County, MO"
28140,"Kansas City, MO-KS Metropolitan Statistical Area",29037,"Cass County, MO"
28140,"Kansas City, MO-KS Metropolitan Statistical Area",29025,"Caldwell County, MO"
28140,"Kansas City, MO-KS Metropolitan Statistical Area",29013,"Bates County, MO"
28140,"Kansas City, MO-KS Metropolitan Statistical Area",20209,"Wyandotte County, KS"
28140,"Kansas City, MO-KS Metropolitan Statistical Area",20121,"Miami County, KS"
28140,"Kansas City, MO-KS Metropolitan Statistical Area",20107,"Linn County, KS"
28140,"Kansas City, MO-KS Metropolitan Statistical Area",20103,"Leavenworth County, KS"
28140,"Kansas City, MO-KS Metropolitan Statistical Area",20091,"Johnson County, KS"
28140,"Kansas City, MO-KS Metropolitan Statistical Area",20059,"Franklin County, KS"
28140,"Kansas City, MO-KS Metropolitan Statistical Area",29177,"Ray County, MO"
28420,"Kennewick-Richland-Pasco, WA Metropolitan Statistical Area",53005,"Benton County, WA"
28420,"Kennewick-Richland-Pasco, WA Metropolitan Statistical Area",53021,"Franklin County, WA"
28660,"Killeen-Temple-Fort Hood, TX Metropolitan Statistical Area",48099,"Coryell County, TX"
28660,"Killeen-Temple-Fort Hood, TX Metropolitan Statistical Area",48027,"Bell County, TX"
28660,"Killeen-Temple-Fort Hood, TX Metropolitan Statistical Area",48281,"Lampasas County, TX"
28700,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",47163,"Sullivan County, TN"
28700,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",47073,"Hawkins County, TN"
28700,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",51169,"Scott County, VA"
28740,"Kingston, NY Metropolitan Statistical Area",36111,"Ulster County, NY"
28940,"Knoxville, TN Metropolitan Statistical Area",47105,"Loudon County, TN"
28940,"Knoxville, TN Metropolitan Statistical Area",47093,"Knox County, TN"
28940,"Knoxville, TN Metropolitan Statistical Area",47009,"Blount County, TN"
28940,"Knoxville, TN Metropolitan Statistical Area",47001,"Anderson County, TN"
28940,"Knoxville, TN Metropolitan Statistical Area",47173,"Union County, TN"
29020,"Kokomo, IN Metropolitan Statistical Area",18067,"Howard County, IN"
29020,"Kokomo, IN Metropolitan Statistical Area",18159,"Tipton County, IN"
29100,"La Crosse, WI-MN Metropolitan Statistical Area",27055,"Houston County, MN"
29100,"La Crosse, WI-MN Metropolitan Statistical Area",55063,"La Crosse County, WI"
29140,"Lafayette, IN Metropolitan Statistical Area",18015,"Carroll County, IN"
29140,"Lafayette, IN Metropolitan Statistical Area",18007,"Benton County, IN"
29140,"Lafayette, IN Metropolitan Statistical Area",18157,"Tippecanoe County, IN"
29180,"Lafayette, LA Metropolitan Statistical Area",22055,"Lafayette Parish, LA"
29180,"Lafayette, LA Metropolitan Statistical Area",22099,"St. Martin Parish, LA"
29340,"Lake Charles, LA Metropolitan Statistical Area",22019,"Calcasieu Parish, LA"
29340,"Lake Charles, LA Metropolitan Statistical Area",22023,"Cameron Parish, LA"
29460,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",12105,"Polk County, FL"
29540,"Lancaster, PA Metropolitan Statistical Area",42071,"Lancaster County, PA"
29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",26045,"Eaton County, MI"
29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",26037,"Clinton County, MI"
29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",26065,"Ingham County, MI"
29700,"Laredo, TX Metropolitan Statistical Area",48479,"Webb County, TX"
29740,"Las Cruces, NM Metropolitan Statistical Area",35013,"Dona Ana County, NM"
29820,"Las Vegas-Paradise, NV Metropolitan Statistical Area",32003,"Clark County, NV"
29940,"Lawrence, KS Metropolitan Statistical Area",20045,"Douglas County, KS"
30020,"Lawton, OK Metropolitan Statistical Area",40031,"Comanche County, OK"
30140,"Lebanon, PA Metropolitan Statistical Area",42075,"Lebanon County, PA"
30300,"Lewiston, ID-WA Metropolitan Statistical Area",16069,"Nez Perce County, ID"
30300,"Lewiston, ID-WA Metropolitan Statistical Area",53003,"Asotin County, WA"
30340,"Lewiston-Auburn, ME Metropolitan Statistical Area",23001,"Androscoggin County, ME"
30460,"Lexington-Fayette, KY Metropolitan Statistical Area",21209,"Scott County, KY"
30460,"Lexington-Fayette, KY Metropolitan Statistical Area",21113,"Jessamine County, KY"
30460,"Lexington-Fayette, KY Metropolitan Statistical Area",21067,"Fayette County, KY"
30460,"Lexington-Fayette, KY Metropolitan Statistical Area",21049,"Clark County, KY"
30460,"Lexington-Fayette, KY Metropolitan Statistical Area",21017,"Bourbon County, KY"
30460,"Lexington-Fayette, KY Metropolitan Statistical Area",21239,"Woodford County, KY"
30620,"Lima, OH Metropolitan Statistical Area",39003,"Allen County, OH"
30700,"Lincoln, NE Metropolitan Statistical Area",31109,"Lancaster County, NE"
30700,"Lincoln, NE Metropolitan Statistical Area",31159,"Seward County, NE"
30780,"Little Rock-North Little Rock, AR Metropolitan Statistical Area",5119,"Pulaski County, AR"
30780,"Little Rock-North Little Rock, AR Metropolitan Statistical Area",5105,"Perry County, AR"
30780,"Little Rock-North Little Rock, AR Metropolitan Statistical Area",5085,"Lonoke County, AR"
30780,"Little Rock-North Little Rock, AR Metropolitan Statistical Area",5053,"Grant County, AR"
30780,"Little Rock-North Little Rock, AR Metropolitan Statistical Area",5045,"Faulkner County, AR"
30780,"Little Rock-North Little Rock, AR Metropolitan Statistical Area",5125,"Saline County, AR"
30860,"Logan, UT-ID Metropolitan Statistical Area",16041,"Franklin County, ID"
30860,"Logan, UT-ID Metropolitan Statistical Area",49005,"Cache County, UT"
30980,"Longview, TX Metropolitan Statistical Area",48401,"Rusk County, TX"
30980,"Longview, TX Metropolitan Statistical Area",48183,"Gregg County, TX"
30980,"Longview, TX Metropolitan Statistical Area",48459,"Upshur County, TX"
31020,"Longview-Kelso, WA Metropolitan Statistical Area",53015,"Cowlitz County, WA"
31100,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",6037,"Los Angeles County, CA"
31100,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",6059,"Orange County, CA"
31140,"Louisville, KY-IN Metropolitan Statistical Area",21215,"Spencer County, KY"
31140,"Louisville, KY-IN Metropolitan Statistical Area",21211,"Shelby County, KY"
31140,"Louisville, KY-IN Metropolitan Statistical Area",21185,"Oldham County, KY"
31140,"Louisville, KY-IN Metropolitan Statistical Area",21179,"Nelson County, KY"
31140,"Louisville, KY-IN Metropolitan Statistical Area",21163,"Meade County, KY"
31140,"Louisville, KY-IN Metropolitan Statistical Area",21111,"Jefferson County, KY"
31140,"Louisville, KY-IN Metropolitan Statistical Area",21103,"Henry County, KY"
31140,"Louisville, KY-IN Metropolitan Statistical Area",21029,"Bullitt County, KY"
31140,"Louisville, KY-IN Metropolitan Statistical Area",18175,"Washington County, IN"
31140,"Louisville, KY-IN Metropolitan Statistical Area",18061,"Harrison County, IN"
31140,"Louisville, KY-IN Metropolitan Statistical Area",18043,"Floyd County, IN"
31140,"Louisville, KY-IN Metropolitan Statistical Area",18019,"Clark County, IN"
31140,"Louisville, KY-IN Metropolitan Statistical Area",21223,"Trimble County, KY"
31180,"Lubbock, TX Metropolitan Statistical Area",48107,"Crosby County, TX"
31180,"Lubbock, TX Metropolitan Statistical Area",48303,"Lubbock County, TX"
31340,"Lynchburg, VA Metropolitan Statistical Area",51031,"Campbell County, VA"
31340,"Lynchburg, VA Metropolitan Statistical Area",51019,"Bedford County, VA"
31340,"Lynchburg, VA Metropolitan Statistical Area",51515,"Bedford city, VA"
31340,"Lynchburg, VA Metropolitan Statistical Area",51011,"Appomattox County, VA"
31340,"Lynchburg, VA Metropolitan Statistical Area",51009,"Amherst County, VA"
31340,"Lynchburg, VA Metropolitan Statistical Area",51680,"Lynchburg city, VA"
31420,"Macon, GA Metropolitan Statistical Area",13207,"Monroe County, GA"
31420,"Macon, GA Metropolitan Statistical Area",13169,"Jones County, GA"
31420,"Macon, GA Metropolitan Statistical Area",13079,"Crawford County, GA"
31420,"Macon, GA Metropolitan Statistical Area",13021,"Bibb County, GA"
31420,"Macon, GA Metropolitan Statistical Area",13289,"Twiggs County, GA"
31460,"Madera, CA Metropolitan Statistical Area",6039,"Madera County, CA"
31540,"Madison, WI Metropolitan Statistical Area",55025,"Dane County, WI"
31540,"Madison, WI Metropolitan Statistical Area",55021,"Columbia County, WI"
31540,"Madison, WI Metropolitan Statistical Area",55049,"Iowa County, WI"
31700,"Manchester-Nashua,  NH Metropolitan Statistical Area",33011,"Hillsborough County, NH"
31900,"Mansfield, OH Metropolitan Statistical Area",39139,"Richland County, OH"
32420,"Mayag_ez, PR Metropolitan Statistical Area",72067,"Hormigueros Municipio, PR"
32420,"Mayag_ez, PR Metropolitan Statistical Area",72097,"Mayag_ez Municipio, PR"
32580,"McAllen-Edinburg-Pharr,  TX Metropolitan Statistical Area",48215,"Hidalgo County, TX"
32780,"Medford, OR Metropolitan Statistical Area",41029,"Jackson County, OR"
32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",47157,"Shelby County, TN"
32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",47047,"Fayette County, TN"
32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",28143,"Tunica County, MS"
32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",28137,"Tate County, MS"
32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",28093,"Marshall County, MS"
32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",28033,"DeSoto County, MS"
32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",5035,"Crittenden County, AR"
32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",47167,"Tipton County, TN"
32900,"Merced, CA Metropolitan Statistical Area",6047,"Merced County, CA"
33100,"Miami-Fort Lauderdale-Miami Beach, FL Metropolitan Statistical Area",12086,"Miami-Dade County, FL"
33100,"Miami-Fort Lauderdale-Miami Beach, FL Metropolitan Statistical Area",12011,"Broward County, FL"
33100,"Miami-Fort Lauderdale-Miami Beach, FL Metropolitan Statistical Area",12099,"Palm Beach County, FL"
33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",18091,"LaPorte County, IN"
33260,"Midland, TX Metropolitan Statistical Area",48329,"Midland County, TX"
33340,"Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area",55131,"Washington County, WI"
33340,"Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area",55089,"Ozaukee County, WI"
33340,"Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area",55079,"Milwaukee County, WI"
33340,"Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area",55133,"Waukesha County, WI"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",55093,"Pierce County, WI"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",27171,"Wright County, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",27163,"Washington County, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",27141,"Sherburne County, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",27139,"Scott County, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",27123,"Ramsey County, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",27059,"Isanti County, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",27053,"Hennepin County, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",27037,"Dakota County, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",27025,"Chisago County, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",27019,"Carver County, MN"
